order_id,order_date,customer_id,region,channel,product_category,unit_price,quantity,discount_pct,returned,gross_revenue,net_revenue,order_month
ORD-0HHZQ9T1K4,2025-03-05,CUST-OLDV55RZ,Lagos,Online,Electronics,116574.66,8,0.307,0,932597.28,646289.92,2025-03
ORD-R5VIBAUC28,2025-03-05,CUST-BPEC3N2E,Rivers,Online,Accessories,12121.48,5,0.361,0,60607.4,38728.13,2025-03
ORD-NECTL7QYX5,2025-03-05,CUST-VHXTR5G7,Rivers,Online,Electronics,35442.31,5,0.157,0,177211.55,149389.34,2025-03
ORD-VTCYF5UJQU,2025-03-05,CUST-FSKWXRJ7,Kano,Partner,Home,19481.16,3,0.166,0,58443.48,48741.86,2025-03
ORD-I6QOFPXGFE,2025-03-05,CUST-4ZXPMSNX,Abuja,Online,Accessories,5281.29,3,0.092,0,15843.87,14386.23,2025-03
ORD-MMKBRTJLVP,2025-03-05,CUST-VEBWYV30,Rivers,Partner,Groceries,3450.91,4,0.27,0,13803.64,10076.66,2025-03
ORD-UGFNIW55P5,2025-03-05,CUST-UNU5Z49M,Abuja,Online,Electronics,63036.14,4,0.19,0,252144.56,204237.09,2025-03
ORD-BFD0826QAT,2025-03-05,CUST-K62ISK9G,Oyo,Partner,Groceries,5129.37,4,0.169,0,20517.48,17050.03,2025-03
ORD-U5FY61UZJP,2025-03-05,CUST-XDIP950U,Lagos,Store,Groceries,1529.1,3,0.086,0,4587.3,4192.79,2025-03
ORD-38H80SJIFX,2025-03-05,CUST-50ILVCCR,Oyo,Store,Electronics,75671.8,6,0.132,0,454030.8,394098.73,2025-03
ORD-5ZTKWRHAME,2025-03-05,CUST-2CY6MW09,Enugu,Online,Electronics,93096.99,3,0.411,0,279290.97,164502.38,2025-03
ORD-SID5BQ5C5C,2025-03-05,CUST-IUI3EF85,Enugu,Store,Groceries,5559.23,2,0.224,0,11118.46,8627.92,2025-03
ORD-TBIC145AEZ,2025-03-05,CUST-9KZQ9LZ8,Kano,Online,Electronics,115597.74,3,0.3,1,346793.22,242755.25,2025-03
ORD-XEK2BYEK8M,2025-03-05,CUST-WS77RK5E,Enugu,Partner,Fashion,18614.24,5,0.532,0,93071.2,43557.32,2025-03
ORD-H1L5B94JNY,2025-03-05,CUST-8ZY5QGD9,Enugu,Online,Fashion,13707.27,3,0.332,0,41121.81,27469.37,2025-03
ORD-EI1L8NLFSZ,2025-03-05,CUST-DWUDKZP1,Oyo,Online,Home,4500.0,3,0.133,0,13500.0,11704.5,2025-03
ORD-IX3IHSW74F,2025-03-05,CUST-CF7V3Q8P,Enugu,Online,Electronics,95671.01,5,0.051,1,478355.05,453958.94,2025-03
ORD-TJV7RPI8I1,2025-03-05,CUST-3H4IKNPM,Kano,Online,Electronics,32929.05,3,0.1,0,98787.15,88908.44,2025-03
ORD-EHMI5SKOEW,2025-03-05,CUST-FI2QAQIC,Lagos,Store,Fashion,16582.05,4,0.16,0,66328.2,55715.69,2025-03
ORD-BBA7L9R5BZ,2025-03-05,CUST-2GCAZK7M,Abuja,Online,Groceries,3162.77,3,0.095,0,9488.31,8586.92,2025-03
ORD-BZ6JLFZ0K7,2025-03-05,CUST-PI0ZK46B,Rivers,Online,Repairs,16562.92,5,0.304,0,82814.6,57638.96,2025-03
ORD-2J8SA4WMIK,2025-03-05,CUST-X509QIG2,Abuja,Online,Repairs,12447.27,1,0.435,0,12447.27,7032.71,2025-03
ORD-BD09RV8C6A,2025-03-05,CUST-0DA98LND,Kano,Store,Accessories,11202.64,2,0.148,0,22405.28,19089.3,2025-03
ORD-DB7RJNPIG2,2025-03-05,CUST-HKT1YD9L,Rivers,Online,Accessories,5230.87,2,0.108,0,10461.74,9331.87,2025-03
ORD-KTTWHYM9DQ,2025-03-05,CUST-A9HCEHF9,Enugu,Store,Fashion,13269.23,2,0.216,0,26538.46,20806.15,2025-03
ORD-JJ0405C3X9,2025-03-05,CUST-64J4ZFTR,Enugu,Online,Fashion,13534.95,4,0.1,0,54139.8,48725.82,2025-03
ORD-R9KD3M0ORE,2025-03-05,CUST-NOJ7XY2U,Lagos,Online,Home,24071.25,2,0.146,0,48142.5,41113.7,2025-03
ORD-8TLW066U4J,2025-03-05,CUST-4MOTXGSS,Lagos,Online,Fashion,14283.55,3,0.189,0,42850.65,34751.88,2025-03
ORD-CWAWWKLVTO,2025-03-05,CUST-8O2NCQ47,Rivers,Online,Accessories,2250.0,2,0.269,0,4500.0,3289.5,2025-03
ORD-JYRO04KCR0,2025-03-05,CUST-V0ONAOX4,Lagos,Store,Home,15587.98,3,0.186,0,46763.94,38065.85,2025-03
ORD-FWU71UF7QK,2025-03-05,CUST-ZCMF8I4P,Enugu,Online,Accessories,6110.67,3,0.163,0,18332.01,15343.89,2025-03
ORD-RO6Z4ZJHBR,2025-03-05,CUST-WJF0DEQK,Oyo,Online,Accessories,10470.12,1,0.092,0,10470.12,9506.87,2025-03
ORD-876HU52JEV,2025-03-05,CUST-7009S8XH,Oyo,Online,Electronics,120873.8,2,0.092,0,241747.6,219506.82,2025-03
ORD-C5N8YXRNM8,2025-03-05,CUST-RVSN4SNT,Kano,Online,Accessories,10519.02,3,0.327,0,31557.06,21237.9,2025-03
ORD-AW1IBFR8QP,2025-03-05,CUST-G9VNGA94,Abuja,Online,Home,21466.39,4,0.14,0,85865.56,73844.38,2025-03
ORD-MH5EQWHYTE,2025-03-05,CUST-VX95FZNH,Lagos,Online,Electronics,112645.02,2,0.358,0,225290.04,144636.21,2025-03
ORD-W2WW6P8HV8,2025-03-05,CUST-B4WYZQPY,Kano,Online,Fashion,10705.05,3,0.108,0,32115.15,28646.71,2025-03
ORD-XFFOTHONPH,2025-03-05,CUST-VDAPLUN8,Oyo,Store,Groceries,4008.19,3,0.031,0,12024.57,11651.81,2025-03
ORD-8T37L1WWZ2,2025-03-05,CUST-J43EHDAA,Oyo,Online,Electronics,92960.84,3,0.082,0,278882.52,256014.15,2025-03
ORD-37KIEBC31G,2025-03-05,CUST-GAF1ZX6U,Enugu,Online,Home,18597.34,4,0.259,0,74389.36,55122.52,2025-03
ORD-STIG6P1Q71,2025-03-05,CUST-4WEIJM1T,Rivers,Online,Groceries,5154.89,3,0.053,0,15464.67,14645.04,2025-03
ORD-DWUSB5ULNM,2025-03-05,CUST-EXJHAQ7T,Kano,Store,Electronics,104644.31,7,0.191,0,732510.17,592600.73,2025-03
ORD-YRX5J2U7TJ,2025-03-05,CUST-VB1QRXF1,Rivers,Store,Groceries,1168.59,3,0.035,0,3505.77,3383.07,2025-03
ORD-WDS620IANO,2025-03-05,CUST-EJ5FZIR2,Oyo,Store,Home,12562.27,2,0.2,0,25124.54,20099.63,2025-03
ORD-C5DPVNMHQH,2025-03-05,CUST-CM95SH2J,Lagos,Online,Accessories,5743.12,2,0.164,0,11486.24,9602.5,2025-03
ORD-IJV3B841PC,2025-03-05,CUST-68HWJLP0,Oyo,Partner,Repairs,12871.03,2,0.114,0,25742.06,22807.47,2025-03
ORD-2SB2BLUOYD,2025-03-05,CUST-HVQFVST0,Rivers,Store,Electronics,77192.23,1,0.317,0,77192.23,52722.29,2025-03
ORD-AVUJGZKSW1,2025-03-05,CUST-PQRH20DE,Kano,Store,Electronics,103526.76,2,0.042,0,207053.52,198357.27,2025-03
ORD-WDTVPDSROJ,2025-03-05,CUST-SGA51NNA,Lagos,Store,Electronics,67364.29,4,0.218,0,269457.16,210715.5,2025-03
ORD-RIZK56I1DA,2025-03-05,CUST-NEVSK6O4,Rivers,Online,Fashion,23401.81,2,0.149,0,46803.62,39829.88,2025-03
ORD-I8HJCPQ0EG,2025-03-05,CUST-6KMR1CXG,Oyo,Store,Groceries,5099.08,5,0.415,0,25495.4,14914.81,2025-03
ORD-ZA6OB9DVOD,2025-03-05,CUST-44K9OFCX,Kano,Online,Home,20724.37,2,0.455,0,41448.74,22589.56,2025-03
ORD-BGFWJ643XO,2025-03-05,CUST-VAD8KRXX,Kano,Online,Electronics,77087.42,3,0.19,0,231262.26,187322.43,2025-03
ORD-63QY8B5DGA,2025-03-05,CUST-JUD7SI6Z,Abuja,Online,Groceries,5368.44,3,0.178,0,16105.32,13238.57,2025-03
ORD-LMZC58H4RR,2025-03-05,CUST-ZF7D8HL3,Kano,Online,Home,25481.66,4,0.109,0,101926.64,90816.64,2025-03
ORD-NYFIA6DTNU,2025-03-05,CUST-6ZNW1J80,Kano,Online,Home,16522.63,5,0.225,0,82613.15,64025.19,2025-03
ORD-BPWS1G6PCI,2025-03-05,CUST-0IG4RJF3,Kano,Store,Home,15055.79,6,0.341,0,90334.74,59530.59,2025-03
ORD-0MOT1TDIGW,2025-03-05,CUST-U0AP15AN,Lagos,Store,Electronics,74711.76,3,0.233,0,224135.28,171911.76,2025-03
ORD-6QON7OQ04G,2025-03-05,CUST-ZKP7WZ51,Abuja,Store,Electronics,44519.43,2,0.122,0,89038.86,78176.12,2025-03
ORD-AY2BZVMGYJ,2025-03-05,CUST-A1Q7XV67,Abuja,Store,Home,12011.72,1,0.318,0,12011.72,8191.99,2025-03
ORD-8J6RQR2JSQ,2025-03-05,CUST-LCRPNZYL,Kano,Online,Groceries,6861.36,4,0.198,0,27445.44,22011.24,2025-03
ORD-7EUP2T7MAN,2025-03-05,CUST-PDM8AGX7,Kano,Online,Accessories,11898.48,1,0.284,0,11898.48,8519.31,2025-03
ORD-E9PR65PS5P,2025-03-05,CUST-94EN8XIW,Rivers,Store,Repairs,13003.94,2,0.126,0,26007.88,22730.89,2025-03
ORD-5S0QHE2RQV,2025-03-05,CUST-XPRDSKGW,Oyo,Store,Electronics,98289.78,1,0.189,0,98289.78,79713.01,2025-03
ORD-BE43II0149,2025-03-05,CUST-T968EJDB,Lagos,Online,Electronics,105353.03,2,0.184,0,210706.06,171936.14,2025-03
ORD-2ISZT9FJON,2025-03-05,CUST-I6BXVM1V,Lagos,Online,Home,10213.3,1,0.069,0,10213.3,9508.58,2025-03
ORD-Y3TT8H2DNJ,2025-03-05,CUST-U95DGHWD,Kano,Online,Accessories,7695.99,2,0.481,0,15391.98,7988.44,2025-03
ORD-QC35O7DH9E,2025-03-05,CUST-6J7HN4LF,Enugu,Online,Electronics,99765.1,2,0.194,0,199530.2,160821.34,2025-03
ORD-KG21NLTDTI,2025-03-05,CUST-5TN1P02K,Kano,Online,Home,12122.86,3,0.262,0,36368.58,26840.01,2025-03
ORD-JNQV5DGFNA,2025-03-05,CUST-YZZHLWFE,Lagos,Online,Electronics,90198.62,2,0.317,0,180397.24,123211.31,2025-03
ORD-DFKRLSR43N,2025-03-05,CUST-9A17YUB2,Enugu,Partner,Groceries,5616.4,4,0.209,0,22465.6,17770.29,2025-03
ORD-ES0323JJMF,2025-03-05,CUST-1FNS6FKI,Rivers,Store,Fashion,8857.44,2,0.095,0,17714.88,16031.97,2025-03
ORD-5FP8KXZYHU,2025-03-05,CUST-209675E0,Rivers,Online,Groceries,6399.3,3,0.244,0,19197.9,14513.61,2025-03
ORD-E4S1X5PZJI,2025-03-05,CUST-2LX29DPU,Rivers,Online,Electronics,105760.31,3,0.267,1,317280.93,232566.92,2025-03
ORD-0DVUC91URR,2025-03-05,CUST-W8M2CE16,Lagos,Store,Electronics,88934.46,1,0.146,0,88934.46,75950.03,2025-03
ORD-RI6UK9CJ86,2025-03-05,CUST-O1WH5GLN,Lagos,Store,Home,17589.83,4,0.195,0,70359.32,56639.25,2025-03
ORD-NYDRMC844G,2025-03-05,CUST-MA5SPT60,Enugu,Partner,Groceries,7125.44,5,0.222,0,35627.2,27717.96,2025-03
ORD-LEJM72FTQY,2025-03-05,CUST-V6Y3JM7I,Enugu,Store,Repairs,21099.19,3,0.214,0,63297.57,49751.89,2025-03
ORD-HRRDTIW3RH,2025-03-05,CUST-KBYSL0JH,Oyo,Store,Groceries,4905.46,1,0.066,0,4905.46,4581.7,2025-03
ORD-S6P4ZV6D6A,2025-03-05,CUST-6BS4Y024,Rivers,Online,Accessories,8141.97,4,0.291,0,32567.88,23090.63,2025-03
ORD-6292LRFOKF,2025-03-06,CUST-JLBGJQIB,Lagos,Online,Electronics,55479.48,6,0.063,0,332876.88,311905.64,2025-03
ORD-OHVG8WU6Z7,2025-03-06,CUST-XK0NEE1U,Enugu,Store,Home,22972.8,4,0.238,0,91891.2,70021.09,2025-03
ORD-AFUIIL2QXH,2025-03-06,CUST-XFR0I5N4,Lagos,Store,Home,17347.92,1,0.295,0,17347.92,12230.28,2025-03
ORD-BKOTFM2KI9,2025-03-06,CUST-LCEM3YEP,Oyo,Store,Groceries,6550.93,3,0.29,0,19652.79,13953.48,2025-03
ORD-92QZ7LEXPV,2025-03-06,CUST-2N7J1JMO,Oyo,Online,Electronics,98536.47,1,0.104,0,98536.47,88288.68,2025-03
ORD-WOOJJWUK9X,2025-03-06,CUST-Y6VKDM2W,Lagos,Online,Groceries,1561.61,7,0.177,0,10931.27,8996.44,2025-03
ORD-4GHI4TUV27,2025-03-06,CUST-IX68OULD,Lagos,Online,Fashion,10292.33,3,0.107,0,30876.99,27573.15,2025-03
ORD-K3S8XKFUBF,2025-03-06,CUST-HAKNA4IC,Enugu,Online,Home,9054.41,2,0.168,0,18108.82,15066.54,2025-03
ORD-UH3TU7CALG,2025-03-06,CUST-2S8J8885,Lagos,Store,Accessories,9736.57,2,0.289,0,19473.14,13845.4,2025-03
ORD-GHPYSI8BR4,2025-03-06,CUST-SBVSMNAX,Rivers,Store,Accessories,12492.0,3,0.109,0,37476.0,33391.12,2025-03
ORD-CJDT5MYSTR,2025-03-06,CUST-KI2U93PW,Rivers,Store,Home,19184.94,4,0.152,0,76739.76,65075.32,2025-03
ORD-4VCUAM52MM,2025-03-06,CUST-Q2MFOUNJ,Oyo,Online,Home,15447.09,3,0.087,0,46341.27,42309.58,2025-03
ORD-UYA6R1F96I,2025-03-06,CUST-0JF99WKE,Enugu,Store,Groceries,5132.24,1,0.286,0,5132.24,3664.42,2025-03
ORD-1TAN2C5RKG,2025-03-06,CUST-JGG0515U,Oyo,Store,Fashion,8041.61,3,0.188,0,24124.83,19589.36,2025-03
ORD-I6MZ7DUAR7,2025-03-06,CUST-HW82ESKS,Rivers,Online,Repairs,13749.71,4,0.314,0,54998.84,37729.2,2025-03
ORD-M7JOTDW0IN,2025-03-06,CUST-R7IT8UH8,Enugu,Online,Home,13764.29,1,0.132,0,13764.29,11947.4,2025-03
ORD-YHPKI0SAYD,2025-03-06,CUST-1WZJ4NHV,Enugu,Partner,Home,23319.25,5,0.264,0,116596.25,85814.84,2025-03
ORD-2F0WWVAM7C,2025-03-06,CUST-AX27YBHI,Lagos,Store,Fashion,13070.75,3,0.146,0,39212.25,33487.26,2025-03
ORD-VPQ5UZ6HBF,2025-03-06,CUST-1I5LL903,Rivers,Store,Home,20941.87,4,0.065,0,83767.48,78322.59,2025-03
ORD-IOOJDMFO9Z,2025-03-06,CUST-Q3BWE9LA,Lagos,Online,Electronics,109035.75,5,0.113,0,545178.75,483573.55,2025-03
ORD-EDDB9UR2MC,2025-03-06,CUST-GO9C1GVJ,Lagos,Store,Groceries,5398.5,2,0.346,0,10797.0,7061.24,2025-03
ORD-GFQ31DPR1T,2025-03-06,CUST-HJF2Y683,Lagos,Store,Accessories,11044.32,2,0.173,0,22088.64,18267.31,2025-03
ORD-GC39AAQZW8,2025-03-06,CUST-7NQ46ZE9,Enugu,Online,Electronics,125805.39,1,0.114,1,125805.39,111463.58,2025-03
ORD-UYEZUAK4LN,2025-03-06,CUST-XW7TEHP0,Lagos,Online,Electronics,84125.24,3,0.071,0,252375.72,234457.04,2025-03
ORD-PUWMUGWRCG,2025-03-06,CUST-ALQMOF4B,Oyo,Store,Accessories,7807.94,1,0.377,0,7807.94,4864.35,2025-03
ORD-3JB76CUQK0,2025-03-06,CUST-P4I9DFKS,Lagos,Store,Accessories,9762.6,5,0.276,0,48813.0,35340.61,2025-03
ORD-7WIUOTSNC4,2025-03-06,CUST-RFK8NECC,Lagos,Online,Home,20502.26,5,0.119,0,102511.3,90312.46,2025-03
ORD-XML7L7O54V,2025-03-06,CUST-LNQMGWSG,Enugu,Online,Accessories,6333.33,4,0.298,0,25333.32,17783.99,2025-03
ORD-2B9RF9LU6S,2025-03-06,CUST-16TKSOSQ,Abuja,Online,Accessories,10275.62,5,0.197,0,51378.1,41256.61,2025-03
ORD-G7PH17FCCB,2025-03-06,CUST-SFGSHK0W,Rivers,Store,Groceries,4590.43,4,0.063,0,18361.72,17204.93,2025-03
ORD-H5C7J2AVNT,2025-03-06,CUST-99QHE4SU,Abuja,Online,Fashion,9359.85,2,0.016,0,18719.7,18420.18,2025-03
ORD-GD0O46ZAYC,2025-03-06,CUST-43TGIPY4,Lagos,Store,Accessories,9760.88,4,0.149,0,39043.52,33226.04,2025-03
ORD-OEMNQD3OZ0,2025-03-06,CUST-CW5EBS7B,Lagos,Store,Repairs,16913.47,1,0.43,0,16913.47,9640.68,2025-03
ORD-CCT4F44W9H,2025-03-06,CUST-LXR2C7NO,Enugu,Online,Repairs,21004.57,5,0.305,0,105022.85,72990.88,2025-03
ORD-K81ZF14AH4,2025-03-06,CUST-6KSWGLSB,Lagos,Online,Accessories,7774.04,6,0.207,0,46644.24,36988.88,2025-03
ORD-5ILR798CV3,2025-03-06,CUST-CC9NBYRL,Lagos,Online,Accessories,7576.11,3,0.085,0,22728.33,20796.42,2025-03
ORD-M202Q85QJP,2025-03-06,CUST-31U1B2W2,Oyo,Online,Groceries,2728.51,4,0.037,1,10914.04,10510.22,2025-03
ORD-K2QBBQLAEK,2025-03-06,CUST-88FBU4BQ,Lagos,Online,Electronics,89891.99,4,0.126,0,359567.96,314262.4,2025-03
ORD-SOY6392PTA,2025-03-06,CUST-N3J2SZS4,Enugu,Online,Home,12829.44,4,0.086,0,51317.76,46904.43,2025-03
ORD-QJUNHYPCSF,2025-03-06,CUST-FOPVGO4T,Enugu,Store,Accessories,11797.15,1,0.309,0,11797.15,8151.83,2025-03
ORD-I32SLLKI6D,2025-03-06,CUST-9WQ5SPZU,Enugu,Store,Accessories,8172.63,3,0.102,0,24517.89,22017.07,2025-03
ORD-QGFI24SU40,2025-03-06,CUST-9LWWL6DN,Lagos,Online,Groceries,4489.5,1,0.283,0,4489.5,3218.97,2025-03
ORD-YEWIGBHHLF,2025-03-06,CUST-S6JMBJM6,Enugu,Store,Accessories,7401.82,6,0.097,0,44410.92,40103.06,2025-03
ORD-R3JX5CMZAP,2025-03-06,CUST-NN5SB36B,Kano,Online,Repairs,13688.67,2,0.293,0,27377.34,19355.78,2025-03
ORD-9GJKEAIWXC,2025-03-06,CUST-WDNZQENW,Rivers,Store,Groceries,5111.6,4,0.205,0,20446.4,16254.89,2025-03
ORD-IMLK3ZTVQU,2025-03-06,CUST-NPX8BWAE,Oyo,Store,Electronics,79927.54,4,0.304,0,319710.16,222518.27,2025-03
ORD-YAZIVNSGNF,2025-03-06,CUST-DJ4UCEPG,Enugu,Online,Groceries,2928.53,4,0.289,0,11714.12,8328.74,2025-03
ORD-9W7UMGUEJ7,2025-03-06,CUST-NLKQV70H,Lagos,Online,Home,10076.61,2,0.194,0,20153.22,16243.5,2025-03
ORD-V7KGFGLBB5,2025-03-06,CUST-7UXTW5V8,Kano,Store,Groceries,5252.23,5,0.446,0,26261.15,14548.68,2025-03
ORD-XJZ5N7FVEA,2025-03-06,CUST-XBQN3R4S,Lagos,Online,Groceries,3585.02,1,0.229,0,3585.02,2764.05,2025-03
ORD-3RATZA4QK5,2025-03-06,CUST-9ME7O8MQ,Abuja,Online,Repairs,18809.59,5,0.099,0,94047.95,84737.2,2025-03
ORD-ZPQ1SH48NT,2025-03-06,CUST-DJDVIE07,Rivers,Online,Home,19117.99,1,0.488,0,19117.99,9788.41,2025-03
ORD-VZ5XXITGCB,2025-03-06,CUST-H5241P4H,Kano,Online,Electronics,76591.49,3,0.151,0,229774.47,195078.53,2025-03
ORD-40PQZLW7JQ,2025-03-06,CUST-8A22S6UC,Lagos,Partner,Home,11080.96,3,0.337,0,33242.88,22040.03,2025-03
ORD-ONFGHG46OC,2025-03-06,CUST-64CZR66X,Abuja,Online,Fashion,9703.14,2,0.118,0,19406.28,17116.34,2025-03
ORD-1O6E3CVVU1,2025-03-06,CUST-H63U8LED,Rivers,Store,Electronics,62069.51,3,0.5,0,186208.53,93104.26,2025-03
ORD-I323IGVQJP,2025-03-06,CUST-F58GR6W4,Rivers,Online,Repairs,12116.97,4,0.253,0,48467.88,36205.51,2025-03
ORD-CJJER8HG87,2025-03-06,CUST-GI3M03TN,Abuja,Store,Electronics,100598.93,4,0.371,0,402395.72,253106.91,2025-03
ORD-N0K9ODCUEI,2025-03-06,CUST-1F6CTTNR,Oyo,Online,Home,22230.41,5,0.25,0,111152.05,83364.04,2025-03
ORD-9OSCFYBU8C,2025-03-06,CUST-2XHI2Z8G,Rivers,Online,Electronics,21250.0,2,0.214,0,42500.0,33405.0,2025-03
ORD-DWPH8SMMS2,2025-03-06,CUST-85I87GSH,Oyo,Online,Fashion,9577.39,4,0.143,0,38309.56,32831.29,2025-03
ORD-F4ZTAH4UVP,2025-03-06,CUST-7B3KZ2FN,Lagos,Store,Electronics,42030.04,6,0.106,0,252180.24,225449.13,2025-03
ORD-DQLGE90J6B,2025-03-06,CUST-U8RPSZI2,Oyo,Online,Electronics,30730.89,5,0.27,0,153654.45,112167.75,2025-03
ORD-4ZT2OOK902,2025-03-06,CUST-A08NJMPR,Kano,Online,Home,13208.78,3,0.049,0,39626.34,37684.65,2025-03
ORD-C9FJKZL77T,2025-03-06,CUST-B6TJUPQE,Enugu,Online,Groceries,4579.04,2,0.1,0,9158.08,8242.27,2025-03
ORD-WM107HSWC8,2025-03-06,CUST-29PP9JGS,Kano,Online,Accessories,5947.99,3,0.132,0,17843.97,15488.57,2025-03
ORD-U7IIRKB819,2025-03-06,CUST-TA5KKI1N,Rivers,Online,Electronics,68610.13,4,0.252,0,274440.52,205281.51,2025-03
ORD-UGUTI98K0L,2025-03-06,CUST-27IEIX4D,Lagos,Online,Accessories,13913.72,2,0.165,0,27827.44,23235.91,2025-03
ORD-WN99EEVQQX,2025-03-06,CUST-LYJYA68D,Rivers,Store,Electronics,45610.83,3,0.116,0,136832.49,120959.92,2025-03
ORD-40T49SP1Y9,2025-03-06,CUST-VVRKPWWN,Rivers,Store,Fashion,8753.24,2,0.09,0,17506.48,15930.9,2025-03
ORD-8T3ADYE55Y,2025-03-06,CUST-IF175NV3,Oyo,Online,Accessories,7824.47,4,0.151,0,31297.88,26571.9,2025-03
ORD-YD0GYDPNUD,2025-03-06,CUST-0D243Z6V,Enugu,Store,Groceries,5294.78,3,0.273,0,15884.34,11547.92,2025-03
ORD-AA4EOL4P7L,2025-03-06,CUST-LKWVRPJ4,Enugu,Partner,Electronics,68239.73,1,0.022,0,68239.73,66738.46,2025-03
ORD-40J49I9D08,2025-03-07,CUST-NS8XE9M7,Lagos,Online,Electronics,98334.61,2,0.272,0,196669.22,143175.19,2025-03
ORD-LWXW2JC8U4,2025-03-07,CUST-RJBRZZDN,Enugu,Online,Electronics,177909.79,2,0.169,1,355819.58,295686.07,2025-03
ORD-VI11F4SNLJ,2025-03-07,CUST-1K8LXYDQ,Oyo,Store,Fashion,15008.07,3,0.455,0,45024.21,24538.19,2025-03
ORD-FVA4TJQGGP,2025-03-07,CUST-YC3NBILF,Rivers,Online,Home,28113.39,5,0.495,0,140566.95,70986.31,2025-03
ORD-X2TLARQWRV,2025-03-07,CUST-HV4A9ZZ4,Kano,Store,Fashion,3000.0,4,0.172,0,12000.0,9936.0,2025-03
ORD-WZ7GJMY7OM,2025-03-07,CUST-VPVVMXXS,Rivers,Online,Groceries,3109.53,4,0.045,0,12438.12,11878.4,2025-03
ORD-HKFUSI40O3,2025-03-07,CUST-MARJGNAQ,Rivers,Store,Home,19407.32,8,0.109,0,155258.56,138335.38,2025-03
ORD-2M55UQJ1DP,2025-03-07,CUST-L8EAGVZ3,Lagos,Store,Electronics,48841.18,2,0.183,0,97682.36,79806.49,2025-03
ORD-4KD30463J2,2025-03-07,CUST-ILO2JJF0,Rivers,Store,Groceries,3688.12,2,0.116,0,7376.24,6520.6,2025-03
ORD-TTFQ78YBMD,2025-03-07,CUST-W6CITPAE,Rivers,Online,Home,21154.99,1,0.093,0,21154.99,19187.58,2025-03
ORD-W0XR6RWI9Z,2025-03-07,CUST-CPBEH296,Oyo,Store,Groceries,5586.15,2,0.05,0,11172.3,10613.68,2025-03
ORD-RZ7T2K9WFW,2025-03-07,CUST-RKUCBJ0W,Lagos,Store,Accessories,9349.33,2,0.064,0,18698.66,17501.95,2025-03
ORD-FLBM3ELJRU,2025-03-07,CUST-3NZ80K0E,Lagos,Online,Fashion,12871.43,3,0.205,0,38614.29,30698.36,2025-03
ORD-YJ4C2N9OBM,2025-03-07,CUST-8XA8Y8T5,Lagos,Store,Groceries,3857.68,2,0.196,0,7715.36,6203.15,2025-03
ORD-U5RBXQ5FQ7,2025-03-07,CUST-WB7RN87L,Enugu,Online,Accessories,11200.46,3,0.142,0,33601.38,28829.98,2025-03
ORD-GW5CZZCQZY,2025-03-07,CUST-FVTXNUXY,Lagos,Store,Groceries,4895.3,2,0.187,0,9790.6,7959.76,2025-03
ORD-E1QVHC8GLP,2025-03-07,CUST-3KX09TWJ,Kano,Partner,Electronics,88496.65,3,0.086,0,265489.95,242657.81,2025-03
ORD-EEOGF8A8RZ,2025-03-07,CUST-QLXPI892,Rivers,Store,Accessories,10395.21,2,0.18,0,20790.42,17048.14,2025-03
ORD-ITUPXQVKCB,2025-03-07,CUST-CTIZA9GQ,Abuja,Online,Electronics,147329.77,1,0.122,0,147329.77,129355.54,2025-03
ORD-GMJFOW31YL,2025-03-07,CUST-KAENR8A4,Enugu,Store,Home,18791.06,3,0.066,0,56373.18,52652.55,2025-03
ORD-KCD8SAFRHS,2025-03-07,CUST-Y8XFA1W6,Oyo,Partner,Electronics,76657.37,3,0.06,0,229972.11,216173.78,2025-03
ORD-YB98BEEHWH,2025-03-07,CUST-LUOQE0XS,Lagos,Online,Groceries,5380.56,2,0.224,0,10761.12,8350.63,2025-03
ORD-26C3T4UZKG,2025-03-07,CUST-SJQUOIO1,Oyo,Online,Home,9130.91,4,0.056,0,36523.64,34478.32,2025-03
ORD-XVW61DBPQT,2025-03-07,CUST-THX4ENNT,Abuja,Online,Repairs,16016.3,4,0.172,0,64065.2,53045.99,2025-03
ORD-GSXDZFQ8HY,2025-03-07,CUST-QM7FJEF9,Kano,Store,Home,18530.73,7,0.172,0,129715.11,107404.11,2025-03
ORD-EJECRYHVAQ,2025-03-07,CUST-3KHVQUU8,Rivers,Store,Groceries,5345.92,2,0.132,0,10691.84,9280.52,2025-03
ORD-1KV43PCW88,2025-03-07,CUST-RJ03T1G9,Lagos,Online,Fashion,12412.51,4,0.124,0,49650.04,43493.44,2025-03
ORD-C0KFTV39DV,2025-03-07,CUST-V9I4Q4VB,Kano,Store,Electronics,94420.29,2,0.093,0,188840.58,171278.41,2025-03
ORD-VFJFAUSIRX,2025-03-07,CUST-60DH589T,Oyo,Store,Groceries,5854.12,4,0.027,0,23416.48,22784.24,2025-03
ORD-FZ2ZHRW955,2025-03-07,CUST-FON0SHFR,Lagos,Online,Accessories,12571.72,3,0.306,1,37715.16,26174.32,2025-03
ORD-DGBT9DOERW,2025-03-07,CUST-F6LV95C9,Lagos,Partner,Groceries,5300.64,1,0.156,0,5300.64,4473.74,2025-03
ORD-T0MQPNWNSR,2025-03-07,CUST-BORGE6KQ,Abuja,Store,Home,30400.66,4,0.204,0,121602.64,96795.7,2025-03
ORD-LU0O9A7QL0,2025-03-07,CUST-Z0MQ38W1,Kano,Online,Home,14696.88,3,0.14,0,44090.64,37917.95,2025-03
